"fight_id","winner","title_bout","weight_class","no_of_rounds","r_fighter","r_fighter_id","r_fighter_stance","r_fighter_age","b_fighter","b_fighter_id","b_fighter_stance","b_fighter_age","date","referee","referee_id","b_fighter_height","r_fighter_height","b_fighter_reach","r_fighter_reach","b_fighter_weight","r_fighter_weight","records_id","fight_id-2","b_current_lose_streak","b_current_win_streak","b_draw","b_longest_win_streak","b_losses","b_total_title_bouts","b_win_by_decision_majority","b_win_by_decision_split","b_win_by_decision_unanimous","b_win_by_ko_tko","b_win_by_submission","b_win_by_tko_doctor_stoppage","b_wins","b_total_rounds_fought","b_total_time_fought_seconds","r_current_lose_streak","r_current_win_streak","r_draw","r_longest_win_streak","r_losses","r_total_rounds_fought","r_total_time_fought_seconds","r_total_title_bouts","r_win_by_decision_majority","r_win_by_decision_split","r_win_by_decision_unanimous","r_win_by_ko_tko","r_win_by_submission","r_win_by_tko_doctor_stoppage","r_wins"
"FT16","Red ","FALSE","Open Weight",1,"Royce Gracie",1,"Southpaw",27,"Minoki Ichihara",17,"Orthodox",NULL,"1994-03-11","John McCarthy","r2",170.18,185.42,NULL,NULL,178,175,"record16","FT16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,0,3,0,3,99.66666667,1,0,0,0,0,3,0,3
"FT9","Red ","TRUE ","Catch Weight",1,"Royce Gracie",1,"Southpaw",27,"Patrick Smith",7,"Orthodox",30,"1994-03-11","John McCarthy","r2",187.96,185.42,NULL,NULL,225,175,"record9","FT9",0,3,0,3,1,0,0,0,0,1,2,0,3,4,66,0,6,0,6,0,6,127.5,1,0,0,0,0,6,0,6
"FT17","Red ","FALSE","Open Weight",1,"Jason DeLucia",2,"Southpaw",24,"Scott Baker",18,NULL,NULL,"1994-03-11","John McCarthy","r2",182.88,180.34,NULL,NULL,210,190,"record17","FT17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,1,0,1,0,1,52,0,0,0,0,0,1,0,1
"FT11","Red ","FALSE","Open Weight",1,"Patrick Smith",7,"Orthodox",30,"Johnny Rhodes",12,"Orthodox",NULL,"1994-03-11","John McCarthy","r2",182.88,187.96,NULL,NULL,210,225,"record11","FT11",0,2,0,2,0,0,0,0,0,1,1,0,2,2,460,0,2,0,2,1,3,65.66666667,0,0,0,0,1,1,0,2
"FT15","Red ","FALSE","Open Weight",1,"Patrick Smith",7,"Orthodox",30,"Scott Morris",15,"Orthodox",NULL,"1994-03-11","John McCarthy","r2",177.8,187.96,NULL,NULL,210,225,"record15","FT15",0,1,0,1,0,0,0,0,0,0,1,0,1,1,20,0,1,0,1,1,2,83.5,0,0,0,0,0,1,0,1
"FT22","Red ","FALSE","Open Weight",1,"Patrick Smith",7,"Orthodox",30,"Ray Wizard",23,NULL,NULL,"1994-03-11","John McCarthy","r2",NULL,187.96,NULL,NULL,NULL,225,"record22","FT22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,0,0,0,1,1,109,0,0,0,0,0,0,0,0
"FT13","Red ","FALSE","Open Weight",1,"Remco Pardoel",11,"Southpaw",NULL,"Orlando Wiet",13,"Southpaw",NULL,"1994-03-11","John McCarthy","r2",177.8,190.5,NULL,NULL,170,260,"record13","FT13",0,1,0,1,0,0,0,0,0,1,0,0,1,1,170,0,1,0,1,0,1,591,0,0,0,0,0,1,0,1
"FT18","Red ","FALSE","Open Weight",1,"Remco Pardoel",11,"Southpaw",NULL,"Alberta Cerra Leon",19,NULL,NULL,"1994-03-11","John McCarthy","r2",172.72,190.5,NULL,NULL,238,260,"record18","FT18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT14","Red ","FALSE","Open Weight",1,"Johnny Rhodes",12,"Orthodox",NULL,"Fred Ettish",16,"Southpaw",NULL,"1994-03-11","John McCarthy","r2",182.88,182.88,NULL,NULL,180,210,"record14","FT14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,1,0,1,0,1,733,0,0,0,0,1,0,0,1
"FT21","Red ","FALSE","Open Weight",1,"Johnny Rhodes",12,"Orthodox",NULL,"David Levicki",22,NULL,NULL,"1994-03-11","John McCarthy","r2",195.58,182.88,NULL,NULL,275,210,"record21","FT21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT19","Red ","FALSE","Open Weight",1,"Orlando Wiet",13,"Southpaw",NULL,"Robert Lucarelli",20,NULL,NULL,"1994-03-11","John McCarthy","r2",187.96,177.8,NULL,NULL,245,170,"record19","FT19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT20","Red ","FALSE","Open Weight",1,"Frank Hamaker",14,NULL,NULL,"Thaddeus Luster",21,NULL,NULL,"1994-03-11","John McCarthy","r2",190.5,NULL,NULL,NULL,210,NULL,"record20","FT20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT23","Red ","FALSE","Open Weight",1,"Scott Morris",15,"Orthodox",NULL,"Sean Daugherty",24,NULL,18,"1994-03-11","John McCarthy","r2",182.88,177.8,NULL,NULL,175,210,"record23","FT23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT26","Red ","FALSE","Open Weight",1,"Royce Gracie",1,"Southpaw",27,"Kimo Leopoldo",29,"Orthodox",26,"1994-09-09","John McCarthy","r2",190.5,185.42,NULL,NULL,235,175,"record26","FT26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,7,0,7,0,7,120.2857143,2,0,0,0,1,6,0,7
"FT25","Red ","FALSE","Open Weight",1,"Ken Shamrock",4,"Orthodox",30,"Felix Lee Mitchell",28,"Orthodox",NULL,"1994-09-09","John McCarthy","r2",NULL,185.42,NULL,182.88,NULL,205,"record25","FT25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,1,0,1,1,3,151.6666667,0,0,0,0,1,1,0,2
"FT28","Red ","FALSE","Open Weight",1,"Ken Shamrock",4,"Orthodox",30,"Christophe Leninger",31,"Southpaw",NULL,"1994-09-09","John McCarthy","r2",182.88,185.42,NULL,182.88,200,205,"record28","FT28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,0,0,1,1,2,83,0,0,0,0,0,1,0,1
"FT24","Red ","TRUE ","Catch Weight",1,"Steve Jennum",25,"Orthodox",NULL,"Harold Howard",26,"Orthodox",NULL,"1994-09-09","John McCarthy","r2",187.96,177.8,NULL,NULL,240,215,"record24","FT24",0,1,0,1,0,0,0,0,0,1,0,0,1,1,46,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT27","Red ","FALSE","Open Weight",1,"Harold Howard",26,"Orthodox",NULL,"Roland Payne",30,"Orthodox",NULL,"1994-09-09","John McCarthy","r2",175.26,187.96,NULL,NULL,205,240,"record27","FT27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT29","Red ","FALSE","Open Weight",1,"Keith Hackney",27,"Sideways",NULL,"Emmanuel Yarborough",32,"Open Stance",34,"1994-09-09","John McCarthy","r2",203.2,180.34,NULL,NULL,770,200,"record29","FT29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT30","Red ","TRUE ","Catch Weight",1,"Royce Gracie",1,"Southpaw",28,"Dan Severn",33,"Southpaw",36,"1994-12-16","John McCarthy","r2",187.96,185.42,NULL,NULL,250,175,"record30","FT30",0,2,0,2,0,0,0,0,0,0,2,0,2,2,78.5,0,10,0,10,0,10,168.3,2,0,0,0,1,9,0,10
"FT32","Red ","FALSE","Open Weight",1,"Royce Gracie",1,"Southpaw",28,"Keith Hackney",27,"Sideways",NULL,"1994-12-16","John McCarthy","r2",180.34,185.42,NULL,NULL,200,175,"record32","FT32",0,2,0,2,0,0,0,0,0,1,1,0,2,2,141.5,0,9,0,9,0,9,150.1111111,2,0,0,0,1,8,0,9
"FT36","Red ","FALSE","Open Weight",1,"Royce Gracie",1,"Southpaw",28,"Ron van Clief",39,"Orthodox",51,"1994-12-16","John McCarthy","r2",177.8,185.42,NULL,NULL,190,175,"record36","FT36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,8,0,8,0,8,140.25,2,0,0,0,1,7,0,8
"FT34","Red ","FALSE","Open Weight",1,"Steve Jennum",25,"Orthodox",NULL,"Melton Bowen",37,"Orthodox",25,"1994-12-16","John McCarthy","r2",182.88,177.8,NULL,NULL,225,215,"record34","FT34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,1,0,1,0,1,87,1,0,0,0,1,0,0,1
"FT35","Red ","FALSE","Open Weight",1,"Keith Hackney",27,"Sideways",NULL,"Joe Son",38,"Orthodox",24,"1994-12-16","John McCarthy","r2",162.56,180.34,NULL,NULL,236,200,"record35","FT35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,1,0,1,0,1,119,0,0,0,0,1,0,0,1
"FT31","Red ","FALSE","Open Weight",1,"Dan Severn",33,"Southpaw",36,"Marcus Bossett",35,"Orthodox",NULL,"1994-12-16","John McCarthy","r2",185.42,187.96,NULL,NULL,215,250,"record31","FT31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,1,0,1,0,1,105,0,0,0,0,0,1,0,1
"FT33","Red ","FALSE","Open Weight",1,"Dan Severn",33,"Southpaw",36,"Anthony Macias",36,"Switch",NULL,"1994-12-16","John McCarthy","r2",175.26,187.96,NULL,NULL,185,250,"record33","FT33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT37","Red ","FALSE","Open Weight",1,"Guy Mezger",34,"Orthodox",26,"Jason Fairn",40,NULL,NULL,"1994-12-16","John McCarthy","r2",185.42,185.42,NULL,NULL,230,200,"record37","FT37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT39","Draw","FALSE","Catch Weight",2,"Ken Shamrock",4,"Orthodox",31,"Royce Gracie",1,"Southpaw",28,"1995-04-07","John McCarthy","r2",185.42,185.42,NULL,182.88,175,205,"record39","FT39",0,11,0,11,0,3,0,0,0,1,10,0,11,11,239.2727273,0,2,0,2,1,4,182.25,0,0,0,0,1,2,0,3
"FT38","Red ","TRUE ","Catch Weight",1,"Dan Severn",33,"Southpaw",36,"Dave Beneteau",41,"Orthodox",NULL,"1995-04-07","John McCarthy","r2",187.96,187.96,NULL,NULL,250,250,"record38","FT38",0,2,0,2,0,0,0,0,0,2,0,0,2,2,76.5,0,2,0,2,1,5,293,1,0,0,0,0,3,1,4
"FT40","Red ","FALSE","Open Weight",1,"Dan Severn",33,"Southpaw",36,"Oleg Taktarov",42,"Orthodox",27,"1995-04-07","John McCarthy","r2",182.88,187.96,NULL,NULL,210,250,"record40","FT40",0,1,0,1,0,0,0,0,0,0,1,0,1,1,143,0,1,0,2,1,4,301,1,0,0,0,0,3,0,3
"FT42","Red ","FALSE","Open Weight",1,"Dan Severn",33,"Southpaw",36,"Joe Charles",45,"Southpaw",NULL,"1995-04-07","John McCarthy","r2",185.42,187.96,NULL,NULL,260,250,"record42","FT42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,0,0,2,1,3,368.6666667,1,0,0,0,0,2,0,2
"FT41","Red ","FALSE","Open Weight",1,"Dave Beneteau",41,"Orthodox",NULL,"Todd Medina",43,"Southpaw",NULL,"1995-04-07","John McCarthy","r2",177.8,187.96,NULL,NULL,193,250,"record41","FT41",0,1,0,1,0,0,0,0,0,0,1,0,1,1,175,0,1,0,1,0,1,21,0,0,0,0,1,0,0,1
"FT46","Red ","FALSE","Open Weight",1,"Dave Beneteau",41,"Orthodox",NULL,"Asbel Cancio",49,NULL,NULL,"1995-04-07","Lonnie Foster","r3",177.8,187.96,NULL,NULL,225,250,"record46","FT46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT43","Red ","FALSE","Open Weight",1,"Oleg Taktarov",42,"Orthodox",27,"Ernie Verdicia",46,"Orthodox",NULL,"1995-04-07","John McCarthy","r2",180.34,182.88,NULL,NULL,199,210,"record43","FT43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT44","Red ","FALSE","Open Weight",1,"Todd Medina",43,"Southpaw",NULL,"Larry Cureton",47,"Orthodox",NULL,"1995-04-07","John McCarthy","r2",187.96,177.8,NULL,NULL,240,193,"record44","FT44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT45","Red ","FALSE","Open Weight",1,"Jon Hess",44,NULL,NULL,"Andy Anderson",48,NULL,20,"1995-04-07","John McCarthy","r2",167.64,200.66,NULL,NULL,240,295,"record45","FT45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT48","Red ","FALSE","Catch Weight",2,"Ken Shamrock",4,"Orthodox",31,"Dan Severn",33,"Southpaw",37,"1995-07-14","John McCarthy","r2",187.96,185.42,NULL,182.88,250,205,"record48","FT48",0,3,0,3,1,2,0,0,0,0,4,1,5,6,274.3333333,1,0,0,2,2,6,236.8,0,0,0,0,1,2,0,3
"FT52","Red ","FALSE","Open Weight",1,"Patrick Smith",7,"Orthodox",31,"Rudyard Moncayo",52,"Orthodox",NULL,"1995-07-14","John McCarthy","r2",177.8,187.96,NULL,NULL,195,225,"record52","FT52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,0,0,3,2,5,68.2,1,0,0,0,1,2,0,3
"FT47","Red ","TRUE ","Catch Weight",2,"Oleg Taktarov",42,"Orthodox",27,"David Abbott",50,"Switch",NULL,"1995-07-14","John McCarthy","r2",182.88,182.88,NULL,NULL,265,210,"record47","FT47",0,2,0,2,0,0,0,0,0,2,0,0,2,2,66.5,0,2,0,2,1,4,117.5,0,0,0,0,0,3,0,3
"FT49","Red ","FALSE","Open Weight",1,"Oleg Taktarov",42,"Orthodox",27,"Anthony Macias",36,"Switch",NULL,"1995-07-14","John McCarthy","r2",175.26,182.88,NULL,NULL,185,210,"record49","FT49",1,0,0,0,1,0,0,0,0,0,0,0,0,1,105,0,1,0,1,1,3,153.6666667,0,0,0,0,0,2,0,2
"FT51","Red ","FALSE","Open Weight",1,"Oleg Taktarov",42,"Orthodox",27,"Dave Beneteau",41,"Orthodox",NULL,"1995-07-14","John McCarthy","r2",187.96,182.88,NULL,NULL,250,210,"record51","FT51",1,0,0,2,1,1,0,0,0,2,0,0,2,3,111.3333333,1,0,0,1,1,2,202,0,0,0,0,0,1,0,1
"FT50","Red ","FALSE","Open Weight",1,"David Abbott",50,"Switch",NULL,"Paul Varelans",51,"Orthodox",NULL,"1995-07-14","John McCarthy","r2",203.2,182.88,NULL,NULL,300,265,"record50","FT50",0,1,0,1,0,0,0,0,0,1,0,0,1,1,62,0,1,0,1,0,1,20,0,0,0,0,1,0,0,1
"FT54","Red ","FALSE","Open Weight",1,"David Abbott",50,"Switch",NULL,"John Matua",54,"Orthodox",NULL,"1995-07-14","John McCarthy","r2",187.96,182.88,NULL,NULL,400,265,"record54","FT54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT53","Red ","FALSE","Open Weight",1,"Paul Varelans",51,"Orthodox",NULL,"Cal Worsham",53,"Orthodox",NULL,"1995-07-14","John McCarthy","r2",180.34,203.2,NULL,NULL,230,300,"record53","FT53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT56","Draw","FALSE","Catch Weight",2,"Ken Shamrock",4,"Orthodox",31,"Oleg Taktarov",42,"Orthodox",28,"1995-09-08","John McCarthy","r2",182.88,185.42,NULL,182.88,210,205,"record56","FT56",0,3,0,3,1,1,0,0,0,0,4,0,4,5,307,0,1,0,2,2,7,219.6666667,0,0,0,0,1,3,0,4
"FT60","Red ","FALSE","Open Weight",1,"Remco Pardoel",11,"Southpaw",NULL,"Ryan Parker",58,"Southpaw",NULL,"1995-09-08","John McCarthy","r2",190.5,190.5,NULL,NULL,235,260,"record60","FT60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,0,0,2,1,3,257,0,0,0,0,1,1,0,2
"FT58","Red ","FALSE","Open Weight",1,"Paul Varelans",51,"Orthodox",NULL,"Mark Hall",56,"Orthodox",NULL,"1995-09-08","John McCarthy","r2",182.88,203.2,NULL,NULL,190,300,"record58","FT58",0,1,0,1,0,0,0,0,0,1,0,0,1,1,101,0,1,0,1,1,3,80,0,0,0,0,2,0,0,2
"FT62","Red ","FALSE","Open Weight",1,"Paul Varelans",51,"Orthodox",NULL,"Gerry Harris",59,"Orthodox",NULL,"1995-09-08","John McCarthy","r2",203.2,203.2,NULL,NULL,270,300,"record62","FT62",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,0,0,1,1,2,87.5,0,0,0,0,1,0,0,1
"FT55","Red ","TRUE ","Catch Weight",2,"Marco Ruas",55,"Orthodox",34,"Paul Varelans",51,"Orthodox",NULL,"1995-09-08","John McCarthy","r2",203.2,185.42,NULL,NULL,300,210,"record55","FT55",0,2,0,2,1,0,0,0,0,2,1,0,3,4,75.25,0,2,0,2,0,2,475,0,0,0,0,0,2,0,2
"FT57","Red ","FALSE","Open Weight",1,"Marco Ruas",55,"Orthodox",34,"Remco Pardoel",11,"Southpaw",NULL,"1995-09-08","John McCarthy","r2",190.5,185.42,NULL,NULL,260,210,"record57","FT57",0,1,0,2,1,0,0,0,0,1,2,0,3,4,239,0,1,0,1,0,1,203,0,0,0,0,0,1,0,1
"FT59","Red ","FALSE","Open Weight",1,"Marco Ruas",55,"Orthodox",34,"Larry Cureton",47,"Orthodox",NULL,"1995-09-08","John McCarthy","r2",187.96,185.42,NULL,NULL,240,210,"record59","FT59",1,0,0,0,1,0,0,0,0,0,0,0,0,1,175,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT61","Red ","FALSE","Open Weight",1,"Mark Hall",56,"Orthodox",NULL,"Harold Howard",26,"Orthodox",NULL,"1995-09-08","John McCarthy","r2",187.96,182.88,NULL,NULL,240,190,"record61","FT61",1,0,0,1,1,1,0,0,0,1,0,0,1,2,66.5,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT63","Red ","FALSE","Open Weight",1,"Scott Bessac",57,NULL,NULL,"David Hood",60,NULL,NULL,"1995-09-08","Taimak Guarriello","r4",182.88,193.04,NULL,NULL,200,245,"record63","FT63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT64","Red ","TRUE ","Catch Weight",2,"Dan Severn",33,"Southpaw",37,"Oleg Taktarov",42,"Orthodox",28,"1995-12-16","John McCarthy","r2",182.88,187.96,NULL,NULL,210,250,"record64","FT64",0,2,0,3,2,1,0,0,1,0,5,0,6,9,583.75,0,2,0,3,2,9,324.5555556,2,0,0,1,0,5,1,7
"FT66","Red ","FALSE","Open Weight",1,"Dan Severn",33,"Southpaw",37,"David Abbott",50,"Switch",NULL,"1995-12-16","John McCarthy","r2",182.88,187.96,NULL,NULL,265,250,"record66","FT66",0,1,0,2,1,1,0,0,0,2,1,0,3,4,318,0,1,0,3,2,8,230.125,2,0,0,0,0,5,1,6
"FT69","Red ","FALSE","Open Weight",1,"Dan Severn",33,"Southpaw",37,"Paul Varelans",51,"Orthodox",NULL,"1995-12-16","John McCarthy","r2",203.2,187.96,NULL,NULL,300,250,"record69","FT69",1,0,0,2,2,1,0,0,0,2,1,0,3,5,219.6,1,0,0,3,2,7,254.2857143,2,0,0,0,0,4,1,5
"FT65","Red ","FALSE","Open Weight",1,"Oleg Taktarov",42,"Orthodox",28,"Marco Ruas",55,"Orthodox",34,"1995-12-16","John McCarthy","r2",185.42,182.88,NULL,NULL,210,210,"record65","FT65",0,4,0,4,0,1,0,0,0,1,3,0,4,4,476.5,0,1,0,3,2,8,512.8571429,1,0,0,0,0,5,0,5
"FT67","Red ","FALSE","Open Weight",1,"Oleg Taktarov",42,"Orthodox",28,"Dave Beneteau",41,"Orthodox",NULL,"1995-12-16","John McCarthy","r2",187.96,182.88,NULL,NULL,250,210,"record67","FT67",2,0,0,2,2,1,0,0,0,2,0,0,2,4,97.75,1,0,0,3,2,7,585.8333333,1,0,0,0,0,4,0,4
"FT70","Red ","FALSE","Open Weight",1,"David Abbott",50,"Switch",NULL,"Steve Jennum",25,"Orthodox",NULL,"1995-12-16","John McCarthy","r2",177.8,182.88,NULL,NULL,215,265,"record70","FT70",0,2,0,2,0,1,0,0,0,1,1,0,2,2,187,1,0,0,2,1,3,399.3333333,1,0,0,0,2,0,0,2
"FT68","Red ","FALSE","Open Weight",1,"Marco Ruas",55,"Orthodox",34,"Keith Hackney",27,"Sideways",NULL,"1995-12-16","John McCarthy","r2",180.34,185.42,NULL,NULL,200,210,"record68","FT68",1,0,0,2,1,0,0,0,0,1,1,0,2,3,205,0,3,0,3,0,3,582.3333333,1,0,0,0,1,2,0,3
"FT72","Red ","FALSE","Catch Weight",3,"Ken Shamrock",4,"Orthodox",32,"Kimo Leopoldo",29,"Orthodox",28,"1996-02-16","John McCarthy","r2",190.5,185.42,NULL,182.88,235,205,"record72","FT72",1,0,0,0,1,0,0,0,0,0,0,0,0,1,280,1,0,0,2,3,9,471.1428571,0,0,0,0,1,3,0,4
"FT77","Red ","FALSE","Open Weight",1,"Paul Varelans",51,"Orthodox",NULL,"Joe Moreira",67,"Southpaw",NULL,"1996-02-16","John McCarthy","r2",180.34,203.2,NULL,NULL,195,300,"record77","FT77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,2,0,0,2,3,6,193.1666667,1,0,0,0,2,1,0,3
"FT71","Red ","TRUE ","Catch Weight",3,"Don Frye",61,"Orthodox",30,"Gary Goodridge",62,"Orthodox",30,"1996-02-16","John McCarthy","r2",190.5,185.42,NULL,NULL,249,219,"record71","FT71",0,2,0,2,0,0,0,0,0,2,0,0,2,2,172,0,2,0,2,0,2,28,0,0,0,0,1,0,1,2
"FT74","Red ","FALSE","Open Weight",1,"Don Frye",61,"Orthodox",30,"Sam Adkins",64,"Orthodox",30,"1996-02-16","John McCarthy","r2",190.5,185.42,NULL,NULL,225,219,"record74","FT74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,1,0,1,0,1,8,0,0,0,0,1,0,0,1
"FT78","Red ","FALSE","Open Weight",1,"Don Frye",61,"Orthodox",30,"Thomas Ramirez",68,"Sideways",NULL,"1996-02-16","John McCarthy","r2",185.42,185.42,NULL,NULL,410,219,"record78","FT78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT73","Red ","FALSE","Open Weight",1,"Gary Goodridge",62,"Orthodox",30,"Jerry Bohlander",63,"Orthodox",22,"1996-02-16","John McCarthy","r2",180.34,190.5,NULL,NULL,199,249,"record73","FT73",0,1,0,1,0,0,0,0,0,0,1,0,1,1,543,0,1,0,1,0,1,13,0,0,0,0,1,0,0,1
"FT75","Red ","FALSE","Open Weight",1,"Gary Goodridge",62,"Orthodox",30,"Paul Herrera",65,"Orthodox",NULL,"1996-02-16","John McCarthy","r2",177.8,190.5,NULL,NULL,185,249,"record75","FT75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT76","Red ","FALSE","Open Weight",1,"Jerry Bohlander",63,"Orthodox",22,"Scott Ferrozzo",66,"Orthodox",30,"1996-02-16","John McCarthy","r2",180.34,180.34,NULL,NULL,323,199,"record76","FT76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT79","Red ","FALSE","Catch Weight",3,"Dan Severn",33,"Southpaw",37,"Ken Shamrock",4,"Orthodox",32,"1996-05-17","John McCarthy","r2",185.42,187.96,182.88,NULL,205,250,"record79","FT79",0,1,0,2,3,0,0,0,0,1,4,0,5,10,445.25,0,3,0,3,2,11,472.1,3,0,0,2,0,5,1,8
"FT84","Red ","FALSE","Open Weight",2,"Cal Worsham",53,"Orthodox",NULL,"Zane Frazier",9,"Orthodox",NULL,"1996-05-17","John McCarthy","r2",195.58,180.34,NULL,NULL,250,230,"record84","FT84",1,0,0,0,1,0,0,0,0,0,0,0,0,1,260,1,0,0,0,1,1,62,0,0,0,0,0,0,0,0
"FT81","Red ","FALSE","Open Weight",2,"Mark Hall",56,"Orthodox",NULL,"Koji Kitao",73,"Southpaw",32,"1996-05-17","John McCarthy","r2",200.66,182.88,NULL,NULL,350,190,"record81","FT81",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1,0,0,1,1,2,81,0,0,0,0,1,0,0,1
"FT80","Red ","FALSE","Open Weight",2,"Don Frye",61,"Orthodox",30,"Amaury Bitetti",72,"Orthodox",NULL,"1996-05-17","John McCarthy","r2",175.26,185.42,NULL,NULL,185,219,"record80","FT80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,3,0,3,0,3,63.33333333,1,0,0,0,2,0,1,3
"FT82","Red ","FALSE","Open Weight",2,"Mark Schultz",69,"Orthodox",NULL,"Gary Goodridge",62,"Orthodox",30,"1996-05-17","John McCarthy","r2",190.5,175.26,NULL,NULL,249,200,"record82","FT82",1,0,0,2,1,1,0,0,0,2,0,0,2,3,159.3333333,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT83","Red ","FALSE","Open Weight",2,"Rafael Carino",70,"Orthodox",NULL,"Matt Andersen",74,"Southpaw",24,"1996-05-17","John McCarthy","r2",187.96,203.2,NULL,NULL,230,245,"record83","FT83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT85","Red ","FALSE","Open Weight",2,"Steve Nelmark",71,"Orthodox",NULL,"Tai Bowden",75,NULL,NULL,"1996-05-17","Joe Hamilton","r5",180.34,182.88,NULL,NULL,230,240,"record85","FT85",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0
"FT88","Red ","FALSE","Open Weight",2,"Don Frye",61,"Orthodox",30,"Brian Johnston",77,"Orthodox",NULL,"1996-07-12","John McCarthy","r2",190.5,185.42,NULL,NULL,230,219,"record88","FT88",0,1,0,1,0,0,0,0,0,1,0,0,1,1,145,0,5,0,5,0,5,276.2,1,0,0,0,4,0,1,5
"FT92","Red ","FALSE","Open Weight",2,"Don Frye",61,"Orthodox",30,"Mark Hall",56,"Orthodox",NULL,"1996-07-12","John McCarthy","r2",182.88,185.42,NULL,NULL,190,219,"record92","FT92",0,1,0,1,1,0,0,0,0,1,0,1,2,3,69.66666667,0,4,0,4,0,4,190,1,0,0,0,3,0,1,4
